id,description,category,price,receiver,date,party,gifter,gift
1144,"Ontvangen van LTO Noord (belangenvereniging voor boeren) 9 uien, 7 bospenen en 16 aardappelen. De waarde is onbekend. Voor eigen gebruik gehouden.",etenswaren en dranken,,"Kuzu, T. (Tunahan)",2021-06-15,DENK,LTO Noord (belangenvereniging," voor boeren) 9 uien, 7 bospenen en 16 aardappelen. De waarde is onbekend"
1145,Ontvangen van de heer Jan Helmond (Rijksvertegenwoordiger BES-eilanden) een porseleine schildpad. De waarde is onbekend. Geschonken aan het DENK-museum op het partijkantoor in Rotterdam.,overig,,"Kuzu, T. (Tunahan)",2018-10-24,DENK,nan,de heer Jan Helmond (Rijksvertegenwoordiger BES-eilanden) een porseleine schildpad. De waarde is onbekend
1146,"Ontvangen van de heer Jahangiri, ambassadeur Iran, een vaas. De waarde is onbekend. Geschonken aan het DENK-museum op het partijkantoor in Rotterdam.",overig,,"Kuzu, T. (Tunahan)",2018-06-19,DENK,"de heer Jahangiri, ambassadeur Iran,"," de heer Jahangiri, ambassadeur Iran, een vaas. De waarde is onbekend"
1147,Ontvangen van Landelijk kenniscentrum psychiatrie en zwangerschap VVV-bonnen t.w.v. €200 i.h.k.v. spreken tijdens symposium. Geschonken aan stichting jarige job.,cadeaubonnen en geldbedragen,200,"Kuzu, T. (Tunahan)",2014-01-07,DENK,nan,
1148,"Ontvangen van de Koninklijke Boekverkopersbond het boek ""Nederland"" van Charlotte Dematons ter waarde van €24,50.",boeken,24.5,"Kuzu, T. (Tunahan)",2013-11-14,DENK,de Koninklijke Boekverkopersbond," de Koninklijke Boekverkopersbond het boek ""Nederland"" van Charlotte Dematons ter waarde van"
1149,"Ontvangen van de Koninklijke Boekverkopersbond het boek ""Weird Things Customers Say in Bookshops"" van Jen Campbell ter waarde van €10,49.",boeken,10.49,"Kuzu, T. (Tunahan)",2013-11-14,DENK,de Koninklijke Boekverkopersbond," de Koninklijke Boekverkopersbond het boek ""Weird Things Customers Say in Bookshops"" van Jen Campbell ter waarde van"
1150,Ontvangen van de consul-generaal van Turkije een ingelijste 1e dag enveloppe 400 jaar Nederland-Turkije. De waarde is onbekend en voor eigen gebruik gehouden.,overig,,"Kuzu, T. (Tunahan)",2013-03-13,DENK,de consul-generaal van Turkije,de consul-generaal van Turkije een ingelijste 1e dag enveloppe 400 jaar Nederland-Turkije. De waarde is onbekend
1151,"Ontvangen een dagkaart Jera on Air van organisatie vanwege toespraak voor lokale ondersteunersnetwerk van festival, met een geschatte waarde €50",uitnodigingen en tickets,50,"Kwint, J.P. (Peter)",2022-06-24,SP,organisatie vanwege toespraak,
1152,"Ontvangen twee shirts Elitepauper vanwege deelname aan podcast, ter waarde van €40 euro",overig,40,"Kwint, J.P. (Peter)",2022-06-17,SP,nan," twee shirts Elitepauper vanwege deelname aan podcast, ter waarde van"
1153,Ontvangen een historisch overzichtsboek Popronde tijdens conferentie bij aftrap van diezelfde Popronde. De waarde onbekend.,boeken,,"Kwint, J.P. (Peter)",2021-09-11,SP,nan,
1154,Ontvangen een speciaalbierpakket vanwege deelname aan podcast Zware Metalen. De waarde is onbekend,etenswaren en dranken,,"Kwint, J.P. (Peter)",2021-07-21,SP,nan,een speciaalbierpakket vanwege deelname aan podcast Zware Metalen. De waarde is onbekend
1155,Ontvangen een pakket van Eurosonic/Noorderslag ter ondersteuning van livestreams muziekconferentie vanwege deelname. De waarde is onbekend.,overig,,"Kwint, J.P. (Peter)",2021-01-13,SP,nan,een pakket van Eurosonic/Noorderslag ter ondersteuning van livestreams muziekconferentie vanwege deelname. De waarde is onbekend
1156,"Ontvangen 2 shirts en EP van band Rites ontvangen na rondleiding schoolklas van 1 van de bandleden, ter waarde van ongeveer €40",overig,40,"Kwint, J.P. (Peter)",2020-01-21,SP,band Rites ontvangen na rondleiding schoolklas van 1," 2 shirts en EP van band Rites ontvangen na rondleiding schoolklas van 1 van de bandleden, ter waarde van"
1157,"Ontvangen een kaartje voor Eurosonic/Noorderslag, inclusief 1 hotelovernachting (rest voor eigen rekening), vanwege deelname aan meerdere panels. De waarde is onbekend.",uitnodigingen en tickets,,"Kwint, J.P. (Peter)",2020-01-16,SP,nan," een kaartje voor Eurosonic/Noorderslag, inclusief 1 hotelovernachting (rest voor eigen rekening), vanwege deelname aan meerdere panels. De waarde is onbekend"
1158,"Ontvangen een gastenlijstplaats Agnostic Front in Dynamo Eindhoven (via de band), ter waarde van €20",overig,20,"Kwint, J.P. (Peter)",2019-11-23,SP,nan," een gastenlijstplaats Agnostic Front in Dynamo Eindhoven (via de band), ter waarde van"
1159,"Ontvangen een toegangskaart voor Stadsschouwburg Amsterdam ""A Brave New World 2.0"" van Club Guy & Roni wegens overleg met deel van Raad van Toezicht en artistiek leider. De geschatte waarde is €50,-.",uitnodigingen en tickets,50.0,"Kwint, J.P. (Peter)",2019-05-20,SP,nan,
1160,"Ontvangen twee cd's van ""Rise Against"" als bedankje voor deelname aan een discussieavond van JOVD Breda. De geschatte waarde is €35,-.",overig,35.0,"Kwint, J.P. (Peter)",2019-04-15,SP,"""Rise Against"" als bedankje",
1161,"Ontvangen een toegangskaart voor het ""Among the Angels"" festival Maastricht wegens plaatjes draaien. De waarde is onbekend.",uitnodigingen en tickets,,"Kwint, J.P. (Peter)",2019-03-23,SP,nan," een toegangskaart voor het ""Among the Angels"" festival Maastricht wegens plaatjes draaien. De waarde is onbekend"
1162,"Ontvangen via de post de CD De Liedjeskast (Taalprogramma voor laaggeletterden) ter waarde van €10,-.",overig,10.0,"Kwint, J.P. (Peter)",2017-12-20,SP,nan,de post de CD De Liedjeskast (Taalprogramma voor laaggeletterden) ter waarde van
1163,"Ontvangen tijdens een werkbezoek en kennismaking met maatschappelijke en educatieve projecten van Feyenoord een kaartje voor de voetbalwedstrijd Feyenoord – Swift ter waarde van €25,-.",uitnodigingen en tickets,25.0,"Kwint, J.P. (Peter)",2017-10-25,SP,Feyenoord,een werkbezoek en kennismaking met maatschappelijke en educatieve projecten van Feyenoord een kaartje voor de voetbalwedstrijd Feyenoord – Swift ter waarde van
1164,"Ontvangen een vrijkaart voor ADE Green wegens paneldiscussie ter waarde van €35,-.",uitnodigingen en tickets,35.0,"Kwint, J.P. (Peter)",2017-10-18,SP,nan,een vrijkaart voor ADE Green wegens paneldiscussie ter waarde van
1165,"Ontvangen tijdens een werkbezoek aan Epitaph Records drie LP's: Veni Vidi Vicious van The Hives, True Brew van Millencolin en Victory Lap van Propagandhi ter waarde van €60,-.",uitnodigingen en tickets,60.0,"Kwint, J.P. (Peter)",2017-10-02,SP,nan," een werkbezoek aan Epitaph Records drie LP's: Veni Vidi Vicious van The Hives, True Brew van Millencolin en Victory Lap van Propagandhi ter waarde van"
1166,Ontvangen een uitnodiging voor de première van de documentaire ‘Kuyt’. De waarde is onbekend.,uitnodigingen en tickets,,"Kwint, J.P. (Peter)",2017-09-21,SP,nan,een uitnodiging voor de première van de documentaire ‘Kuyt’. De waarde is onbekend
1167,"Ontvangen van de KNVB, een entree- en parkeerkaart voor Nederland-Griekenland, inclusief eten, drankjes en promo-materiaal. De waarde is onbekend.",uitnodigingen en tickets,,"Kwint, J.P. (Peter)",2023-09-07,SP,"de KNVB,"," de KNVB, een entree- en parkeerkaart voor Nederland-Griekenland, inclusief eten, drankjes en promo-materiaal. De waarde is onbekend"
1168,"Ontvangen van het college Eindhoven, een entree- en parkeerkaart voor de Champions League Finale Barcelona - Wolfsburg, inclusief eten, drankjes en promo-materiaal. De waarde is onbekend.",uitnodigingen en tickets,,"Kwint, J.P. (Peter)",2023-06-03,SP,"het college Eindhoven,"," het college Eindhoven, een entree- en parkeerkaart voor de Champions League Finale Barcelona - Wolfsburg, inclusief eten, drankjes en promo-materiaal. De waarde is onbekend"
1169,"Ontvangen een WK-shirt 2023 en diverse Nieuw-Zeelandse producten waaronder wijn, beker en een kaart tijdens een Keynotespeech over WK vrouwenvoetbal op de ambassade van Australië. De waarde is onbekend.",uitnodigingen en tickets,,"Kwint, J.P. (Peter)",2023-05-18,SP,nan," een WK-shirt 2023 en diverse Nieuw-Zeelandse producten waaronder wijn, beker en een kaart tijdens een Keynotespeech over WK vrouwenvoetbal op de ambassade van Australië. De waarde is onbekend"
